,Aircraft Model,Empty Weight (kg),Maximum Takeoff Weight (kg),Maximum Landing Weight (kg),Center of Gravity Limits,Wing Loading (kg/m²),Tail Loading (kg/m²),Fuel Capacity (liters),Number of Passengers,Cargo Capacity (kg),Maximum Altitude (ft),Maximum Speed (knots),Engine Type,Fuselage Length (m)
142,Airbus A320,100511.12357964224,189117.9767302489,114968.87463727668,20%-40% of MAC,658.4500235105882,34.74905914314884,269944.7822893279,130,29476.83820358713,20104,593,Turbofan,68.57608966705705
143,Embraer E190,97298.05921656708,158327.04392101563,141181.7302934128,20%-40% of MAC,994.8059800990628,138.42800583370348,148344.8673894482,85,56805.84353329387,51335,427,Turboprop,10.04026822315315
144,Gulfstream G650,252127.52787790188,901289.5745561044,889397.4123724378,20%-35% of MAC,695.9691782392549,174.78992009957247,108250.50255140274,340,44188.32979502935,22189,489,Turbofan,42.35792097647967
145,Boeing 747-8,246848.39100049407,1103432.0174856829,293532.83030778135,35%-45% of MAC,933.0756077783448,186.503661428434,491252.072560858,321,64834.30391464944,58545,522,Turbofan,24.250672899767896
146,Boeing 777,163121.11028745995,795455.5465508951,788698.2137203508,20%-40% of MAC,483.7966092596295,29.998940643517148,173529.73627600222,384,37242.92320028396,50425,528,Turbofan,31.4974761262624
147,Bombardier Global 6000,94397.88368530692,94648.6606717531,94646.7915531039,20%-40% of MAC,228.77330944822845,46.16500311619581,492114.3249642436,58,45241.216032533135,23288,442,Turbofan,66.1639486775111
148,Beechcraft King Air 350,158072.20407705748,662499.4242063299,306845.41433034453,20%-40% of MAC,673.4223866062547,105.27359856408988,125129.30319801606,315,66564.84586198632,40097,493,Turbofan,27.94074271715888
149,Cessna 172,173142.91451036124,234728.98041016093,195597.52684376316,20%-40% of MAC,235.32369452951133,118.05016630790416,308177.7364862522,163,35666.42445160848,26456,432,Piston,55.04108119298751
150,Cessna 172,289104.05130570795,1428105.0578115298,723141.7516943498,35%-45% of MAC,481.28966033706143,29.721847501750712,133689.49448169133,345,27107.35620360604,30933,502,Turbofan,52.17658343577258
151,Beechcraft King Air 350,66982.26946370762,323318.3531536412,72688.0103224738,35%-45% of MAC,624.8888310945216,86.72399450242855,312882.80245516857,425,44001.06874098649,28095,679,Turbofan,73.26047488333802
152,Bombardier Global 6000,73824.4232088732,319462.0877931899,180584.9448511671,20%-35% of MAC,765.1913605182223,29.690838428190087,248170.74839192844,383,2342.9554041146475,22505,479,Piston,14.150891372320023
153,Boeing 777,45869.63023880823,209336.1043755924,190885.659674308,20%-40% of MAC,310.87061591741536,158.9171337976776,315560.63188736344,215,72694.05576631745,56986,665,Turboprop,53.28164231952173
154,Bombardier Global 6000,299363.1340438436,825183.4685306,380826.016595097,20%-40% of MAC,589.9566517642716,196.9320229578921,452024.614848331,344,66435.76781932276,48233,509,Piston,32.905657696959494
155,Cessna 172,70369.46959913621,309242.0751624905,79413.6340852779,25%-35% of MAC,874.9817587134169,193.41140958366307,392937.8212204623,464,89348.24853960452,38089,566,Turboprop,29.39206606803384
156,Airbus A380,158766.62954264213,475072.02193587983,359817.1500507629,20%-40% of MAC,233.0158275461741,103.38534935544034,125209.1318521362,462,10526.309697114646,34569,479,Turboprop,62.8647203942939
157,Airbus A320,240707.1870071883,567586.154746613,250082.17300674424,20%-40% of MAC,878.8368343742627,70.51925761010526,342984.47828745766,386,46970.2936720798,28678,482,Turbofan,69.41569963457081
158,Airbus A380,75627.00672305324,92556.9091791649,81739.1075042607,25%-35% of MAC,858.0494459980149,80.46756859968553,441264.8889949264,454,56176.35843013623,40737,597,Turboprop,57.256284083412886
159,Boeing 777,17258.662762765973,61806.07677294023,57805.73451807526,20%-40% of MAC,774.1518366523943,191.1874708299576,204361.8014600356,71,93134.65290300704,23915,484,Turboprop,49.09765883844281
160,Gulfstream G650,33062.07400824544,59768.61582500396,59338.512263162345,20%-40% of MAC,967.0034664575156,75.20019089290668,14431.689684031531,135,99679.52393392164,34251,405,Turboprop,60.80827181499488
161,Bombardier Global 6000,220535.39424776705,885068.8266218723,628114.6029531618,20%-40% of MAC,469.51513478144176,193.45592922655973,63787.03458019448,80,28574.66024677789,54497,683,Turbofan,29.89673007006406
162,Cessna 172,53436.0962590039,231160.44927947107,168059.7181216961,15%-30% of MAC,244.81724142948624,91.85634477976318,105628.43085758762,237,79716.3253373924,35826,539,Piston,53.70525823408903
163,Gulfstream G650,64925.69451278963,119311.32633403632,65267.37266264844,25%-35% of MAC,424.9971119831352,141.78620101975233,324923.22956625145,355,71967.3529083338,55070,530,Turboprop,13.5576284528031
164,Bombardier Global 6000,27383.565604698662,41252.8539161236,28384.437960307307,20%-40% of MAC,765.9007458131476,57.06014201680722,296545.4956542219,184,10211.620439147157,50642,699,Turboprop,72.59499378081915
165,Airbus A320,188730.4457436539,934504.1418814342,574931.384311271,15%-30% of MAC,689.0848183321461,166.72747343843147,102226.87443884014,172,34766.392512375554,42021,549,Piston,69.32539985476743
166,Gulfstream G650,51638.784770101855,177428.18073497104,73553.04274020367,20%-40% of MAC,501.28680250214205,185.0294462507269,137886.82205078442,176,71637.25150890266,35785,435,Turbofan,21.09001626364602
167,Gulfstream G650,196398.54206141268,804665.133608556,282287.5610553761,20%-40% of MAC,880.742736618624,135.46072398015824,236751.93953582225,175,38167.06723726849,59015,656,Turbofan,68.51777913064865
168,Boeing 747-8,124318.55286410548,148209.98801759497,133784.48045317025,20%-40% of MAC,918.9336299828232,111.98095089093673,499383.7429922832,297,72382.27210638263,24746,499,Piston,43.319950141403126
169,Boeing 737-800,19636.042645904723,67234.46430058607,28707.15184255317,15%-30% of MAC,326.69377767071376,47.99349053819786,332859.0370197398,234,39237.53934244865,38278,556,Piston,29.606229153011306
170,Airbus A320,57484.79921862055,196012.19974556315,129365.9125344548,15%-30% of MAC,392.35906618469016,118.31710437560068,11318.090771289888,414,3056.5324346535403,48057,463,Turboprop,50.94981476158379
171,Beechcraft King Air 350,291708.4519673667,1156793.8411370444,606046.8503474037,20%-40% of MAC,204.37715358053933,165.32014222075455,348502.0948173793,251,98289.45680226838,24715,487,Piston,32.02916079053202
172,Boeing 777,276771.35961086844,559631.6495964782,368348.4851512794,20%-40% of MAC,393.02985063575227,83.29352498792042,289247.50203633844,145,96674.83072454596,53866,560,Turbofan,51.2699948055124
173,Cessna 172,165785.06138294347,484900.27980713145,450554.7193300251,20%-40% of MAC,250.46559902853411,128.6920862326651,357020.83815751784,361,90870.27904003416,51369,624,Piston,78.07600234563387
174,Cessna 172,265244.63612025656,920248.1970047256,916585.3124781508,20%-40% of MAC,833.5758557209446,192.5280335047698,159280.62996966255,263,33324.90883936968,48138,455,Turboprop,81.9312817049261
175,Airbus A380,243764.6274053769,1016116.8293341816,282929.7031630081,15%-30% of MAC,586.7067495064127,164.05190857869474,198646.16463090212,311,11329.868779314407,27173,619,Piston,51.39425844792022
176,Beechcraft King Air 350,75611.40702116865,326538.4491017935,149621.81150266467,15%-30% of MAC,233.839133301694,22.71515956292357,342235.94097483787,218,97176.31180862318,50505,569,Turboprop,22.04512841487236
177,Cessna 172,177709.644201009,630022.9329852695,495015.1505790448,20%-40% of MAC,211.37588044745624,31.231189595971458,227705.85247877476,380,94246.36906728042,39550,656,Turbofan,69.8565723644789
178,Airbus A380,132508.33458371885,503692.5888438374,329852.96960846824,20%-40% of MAC,306.7994143566873,157.45628178542844,158757.01673042605,302,24248.664292858823,41693,576,Turbofan,85.65531777908348
179,Boeing 747-8,9832.091687028538,13113.963479772912,10431.96896800623,35%-45% of MAC,598.3552475692587,29.32993312337341,304947.7442465216,401,71360.65802276031,29006,633,Piston,18.44728189053994
180,Airbus A380,96331.7453245035,472648.76185218623,399454.6921355695,20%-35% of MAC,788.7362379400461,162.40590932341345,37039.23302132366,136,54215.06698810651,23375,472,Piston,69.93898304075502
181,Cessna 172,166575.9736156857,687833.056800581,380730.7935172459,20%-40% of MAC,975.6479663476854,34.5543922852073,490507.10960534005,274,45733.876620955154,41549,416,Turboprop,91.2842550357656
182,Boeing 747-8,31244.45082125944,84031.87162824497,35184.3889289858,20%-35% of MAC,703.8856448816457,173.5185446188682,223270.27618586755,297,5835.539204274744,35061,633,Turbofan,34.250296413651455
183,Boeing 777,299304.70019886724,630435.0351449347,393077.4727886038,15%-30% of MAC,500.5448727537189,113.55028683731378,306159.70793554274,209,49676.79441343495,29423,519,Turboprop,63.84215219555336
184,Boeing 777,175469.23025660266,713098.2999956039,678923.2059217879,15%-30% of MAC,790.7305993411161,73.09422428170808,48291.63063401937,381,90919.77604362316,58038,598,Turbofan,13.508963602494486
185,Airbus A380,171639.54274697675,852413.0851185308,740901.3612008861,20%-40% of MAC,606.7567097773,192.5991213788712,144527.54064260272,273,99855.40867597212,59200,460,Turbofan,85.26901406137738
186,Cessna 172,173195.83498084353,811130.797980278,177012.35986421013,35%-45% of MAC,778.8478070986492,146.99721640746154,153771.24717498012,85,19357.966954791504,30077,552,Piston,93.15839037240936
187,Airbus A320,254647.84127181352,409222.4735918285,358302.35011190566,20%-40% of MAC,388.4774380466058,57.827377009983664,388462.04919480486,482,93790.97617339248,24411,449,Turbofan,18.772039502163224
188,Boeing 777,105413.22940750812,353713.6911637901,323791.4468925979,20%-40% of MAC,472.8924611547627,101.89350448991551,156688.55792233726,256,65286.61237491134,53731,508,Turboprop,72.06220397164756
189,Embraer E190,136880.54043604707,541642.835746915,160469.37748687618,25%-35% of MAC,760.5126498418987,62.9261702193966,92235.4329568581,85,67286.4402444269,25210,627,Piston,89.47611125923864
190,Bombardier Global 6000,16515.660538763183,74649.13477863195,58113.60113457477,20%-40% of MAC,409.13856521865057,171.49879304689557,431345.9864596613,272,91154.7022686774,49697,449,Turbofan,63.348711700401445
191,Beechcraft King Air 350,291604.7244452959,1324846.779852072,930964.861917934,20%-35% of MAC,305.93822769731514,43.955952213540655,331489.6602469304,231,94074.72609015464,27773,447,Piston,51.60236921457285
192,Boeing 747-8,240792.18944574337,702344.709673851,335053.3876280014,20%-35% of MAC,924.8541087557091,25.92017835757928,314422.4690547215,169,53487.77586579579,42270,544,Piston,54.28426675502098
193,Embraer E190,57848.321812854,74082.28242919262,59970.91742402736,20%-35% of MAC,436.0581501612367,143.36952733992865,236542.72581804235,183,23133.65082472426,22575,615,Turboprop,64.42412193088649
194,Airbus A320,61258.44957122217,263089.4053741677,137848.8308627998,20%-40% of MAC,510.2837816326411,194.0484712820964,307238.8940618468,298,82271.23178678076,59718,604,Turbofan,73.92587420842548
195,Beechcraft King Air 350,143362.3686830449,560244.0527439243,198558.043773136,20%-40% of MAC,753.8745910260891,33.73343895872071,140288.7135073534,413,6100.05114812589,41827,667,Turbofan,87.89003340325864
196,Gulfstream G650,32743.10979450268,159493.44058633165,133012.64491660433,35%-45% of MAC,428.2995721139256,104.75190479143684,50836.59888172832,237,46686.252497710266,40871,499,Turbofan,89.80098260648725
197,Boeing 777,270273.15613892046,839915.0591027908,577675.1290812352,20%-40% of MAC,989.7946426665673,103.28569525970832,1480.7090802976095,229,15566.408176574065,50611,571,Piston,38.986039687254745
198,Airbus A380,93480.14523573322,363082.4621285937,208622.4995466689,20%-35% of MAC,825.4104259807189,142.24632732714264,183822.94122699625,488,48799.56156928318,43693,504,Turboprop,23.532316931089213
199,Boeing 747-8,83498.54440740483,405693.0523152749,185992.196263512,25%-35% of MAC,656.2669948949326,85.67504040045463,125573.41815560366,237,50163.96524440665,46747,586,Turboprop,39.08502363860012
200,Bombardier Global 6000,70029.89704331695,80989.80429139094,71526.19915721468,20%-40% of MAC,705.2946854439981,194.9577041824356,351909.2685018849,237,60919.226596666726,36636,620,Turboprop,90.18300132353706
201,Airbus A380,208179.4460493621,593348.6612565331,304444.3965472837,25%-35% of MAC,859.1000978823628,178.2375006496505,475969.69052989,404,62417.52405310918,29715,413,Piston,95.59437783846644
202,Boeing 737-800,97626.18635917344,215908.54684141543,112306.59642028884,25%-35% of MAC,280.5205863360769,155.18920250956094,385796.48450010526,201,90385.4090523116,39348,630,Turbofan,48.30752743206009
203,Boeing 747-8,32836.22284392509,122467.28275998031,47447.4253374016,35%-45% of MAC,419.0284335865471,82.46285431494314,29884.3924657085,121,85900.45957833112,43972,547,Turboprop,58.30656489924159
204,Boeing 747-8,155500.43335976923,759782.5424270693,292369.55543763546,25%-35% of MAC,652.8110551845821,53.98623042436522,423379.188430273,328,46895.77343888293,29776,552,Turboprop,66.57096614647432
205,Embraer E190,20987.648605225502,33030.42384316247,21098.59848494959,20%-35% of MAC,598.4043081102097,102.02204674040308,132338.1732534427,252,20530.053707962423,44471,700,Turbofan,25.332997675241653
206,Beechcraft King Air 350,95712.63065568908,145111.94691672243,118018.72040637958,20%-35% of MAC,825.1903951479027,128.30816838228083,23958.08802387566,53,45952.69733297555,26977,601,Piston,44.30377257219947
207,Boeing 737-800,236276.3401706234,880084.4408663724,640232.6097021314,20%-40% of MAC,843.6633874932276,110.27875090136152,19131.324810902614,433,52937.00408827025,56847,690,Turboprop,48.84196576977249
208,Boeing 737-800,30769.712827406136,126839.03923037532,123075.7876048431,20%-40% of MAC,322.69495585961045,102.7372319638638,371831.245712972,436,52233.46160432632,58270,458,Turboprop,47.16963712444071
209,Boeing 777,244783.9607870548,779836.1152087986,472576.8576968922,20%-35% of MAC,485.7122711056031,80.36089606442619,212284.59620243,364,76242.92981093487,28791,444,Piston,11.034115182682262
210,Boeing 737-800,2972.552568211801,3039.656260325699,2997.014143850438,20%-40% of MAC,604.655030395563,148.1105621830138,328400.51963442966,53,88629.54639538328,23992,574,Turboprop,62.91529687657265
211,Airbus A380,103953.77314344497,484561.1624680076,272702.69343878026,25%-35% of MAC,209.83385311673877,97.19097636582904,208627.9892588059,128,22142.60131991601,41892,440,Turbofan,35.60430801877425
212,Boeing 737-800,46410.73556644376,56723.04129836788,51754.97547530624,20%-40% of MAC,367.3102557324355,83.24247626353198,211471.71427845428,358,66938.02104728778,22989,487,Turboprop,13.264482647779833
213,Gulfstream G650,281722.1865027751,463681.8766374672,394461.68089616095,25%-35% of MAC,468.5906313685161,106.48919681095492,392732.2719629301,268,54424.84721236068,46388,463,Turboprop,99.85277248417718
214,Beechcraft King Air 350,189378.0488435148,871814.179995457,835358.1976412362,25%-35% of MAC,595.6834770753562,148.46976488928453,28191.72897273624,401,77258.0153067177,49278,406,Turboprop,33.49554430417376
215,Embraer E190,82736.61096242136,260592.01492916615,87469.63665877696,20%-40% of MAC,600.0004842870848,95.13540314269363,453124.1170456712,432,98320.36845500904,59688,525,Turboprop,61.41709848046161
216,Bombardier Global 6000,119024.66001863376,559024.6861411873,256139.86624945348,20%-40% of MAC,704.4189203314577,164.91736969682114,370113.7517236028,355,92781.55646167266,46260,474,Turbofan,37.917288540994605
217,Airbus A380,101979.38621865884,334016.4632021435,172618.91866719164,20%-40% of MAC,908.3547032428644,84.21020632261299,197761.2454533979,442,71269.8410248749,33003,605,Turboprop,57.97955762300025
218,Embraer E190,260315.1664932076,702439.2538274119,295025.16975622496,20%-40% of MAC,934.9513295408364,126.1225841739202,267287.76962429745,55,60297.33566869621,36885,542,Piston,96.2768353635412
219,Airbus A380,280346.922456654,1015470.0211180656,737804.1588648949,15%-30% of MAC,864.1973054941484,199.88924323253755,351248.3533382724,418,57949.911123098034,28644,632,Turbofan,14.260686313448662
220,Embraer E190,292244.5015615701,1010658.7252198562,935398.860313924,15%-30% of MAC,688.7402006773007,127.94605367581642,14262.515667437909,320,94117.48037835093,48255,477,Turbofan,21.782442573051554
221,Cessna 172,196655.8308536059,961683.462176897,667744.0520922474,20%-35% of MAC,579.634156803251,124.99356549635272,481366.3511337336,111,53770.82464584201,37019,648,Turbofan,86.93694533332679
